title,cleaned_title,tokenized_title,processed_title,category,sentiment,url
11 ரசிகர்கள் உயிரிழந்த விவகாரம் | ”A1 - RCB அணி நிர்வாகம்”.. பாய்ந்தது வழக்குப் பதிவு!,ரசிகர்கள் உயிரிழந்த விவகாரம் ” அணி நிர்வாகம்” பாய்ந்தது வழக்குப் பதிவு,ரசிகர்கள் உயிரிழந்த விவகாரம் ” அணி நிர்வாகம்” பாய்ந்தது வழக்குப் பதிவு,ரசிகர் உயிரிழ விவகாரம் ” அணி நிர்வாகம்” பாய் வழக்குப் பதிவு,t20,Negative,https://www.puthiyathalaimurai.com/sports/t20/case-registered-against-rcb-management-in-the-issue-of-11-fans-death
சதமடித்த 19 வயது ஆஸி வீரர்.. 3 ரன்னில் வெளியேறிய ரோகித் சர்மா! பிங்க்பால் பயிற்சி போட்டியில் Twist!,சதமடித்த வயது ஆஸி வீரர் ரன்னில் வெளியேறிய ரோகித் சர்மா பிங்க்பால் பயிற்சி போட்டியில்,சதமடித்த வயது ஆஸி வீரர் ரன்னில் வெளியேறிய ரோகித் சர்மா பிங்க்பால் பயிற்சி போட்டியில்,சதமடி வயது ஆஸி வீரர் ரன்னில் வெளியேறிய ரோகித் சர்மா பிங்க்பால் பயிற்சி போட்டியில்,கிரிக்கெட்,Positive,https://www.puthiyathalaimurai.com/sports/cricket/rohit-sharma-out-for-3-runs-in-practice-match-against-australia-prime-minister-xi
ஓய்வூதியம் பெறுவோர் எச்சரிக்கை... ஜீவன் பிரமான் சான்றிதழ் புதுப்பிப்பதாக WhatsApp-ல் மோசடி! உஷார்!,ஓய்வூதியம் பெறுவோர் எச்சரிக்கை ஜீவன் பிரமான் சான்றிதழ் புதுப்பிப்பதாக ல் மோசடி உஷார்,ஓய்வூதியம் பெறுவோர் எச்சரிக்கை ஜீவன் பிரமான் சான்றிதழ் புதுப்பிப்பதாக ல் மோசடி உஷார்,ஓய்வூதியம் பெறுவோர் எச்சரிக்கை ஜீவன் பிரமான் சான்றிதழ் புதுப்பிப்பதாக ல் மோசடி உஷார்,டெக்,Negative,https://www.puthiyathalaimurai.com/technology/pensioners-have-been-warned-of-being-scammed-through-whatsapp
"புதிய தலைமுறை Live Updates - 
May 11, 2024",புதிய தலைமுறை,புதிய தலைமுறை,புதிய தலைமுறை,live updates,Neutral,https://www.puthiyathalaimurai.com/trending/live-updates/live-updates-may-11-2024
"காற்று மாசு: குருகிராம்,ஃபரிதாபாத்,சோனிபட் பகுதிகளில் நவம்பர் 17 வரை பள்ளிகளுக்கு விடுமுறை",காற்று மாசு குருகிராம் ஃபரிதாபாத் சோனிபட் பகுதிகளில் நவம்பர் வரை பள்ளிகளுக்கு விடுமுறை,காற்று மாசு குருகிராம் ஃபரிதாபாத் சோனிபட் பகுதிகளில் நவம்பர் வரை பள்ளிகளுக்கு விடுமுறை,காற்று மாசு குருகிராம் ஃபரிதாபாத் சோனிபட் பகுதி நவம்பர் பள்ளி விடுமுறை,சுற்றுச்சூழல்,Neutral,https://www.puthiyathalaimurai.com/environment/due-to-air-pollution-haryana-government-announced-to-shut-schools-in-gurugram-faridabad-and-sonipat-areas-till-november-17
”அவங்ககூட யாரும் அன்னம் தண்ணி..” காதல் திருமணம்செய்த ஜோடிக்கு எதிராக பஞ்சாயத்தில் தீர்மானம் | Punjab,”அவங்ககூட யாரும் அன்னம் தண்ணி ” காதல் திருமணம்செய்த ஜோடிக்கு எதிராக பஞ்சாயத்தில் தீர்மானம்,”அவங்ககூட யாரும் அன்னம் தண்ணி ” காதல் திருமணம்செய்த ஜோடிக்கு எதிராக பஞ்சாயத்தில் தீர்மானம்,”அவங்ககூட யாரும் அன்னம் தண்ணி ” காதல் திருமணம் ஜோடி எதிராக பஞ்சாயத்தில் தீர்மானம்,இந்தியா,Negative,https://www.puthiyathalaimurai.com/india/punjab-village-bans-love-marriages-without-family-consent
சென்னை: ஆபரண தங்கத்தின்  விலை சற்று குறைவு,சென்னை ஆபரண தங்கத்தின் விலை சற்று குறைவு,சென்னை ஆபரண தங்கத்தின் விலை சற்று குறைவு,சென்னை ஆபரண தங்கத்தின் விலை குறைவு,வணிகம்,Neutral,https://www.puthiyathalaimurai.com/business/the-price-of-jewelery-gold-has-come-down-slightly-in-chennai
விஜய் குறித்து ஹெச்.வினோத் சொன்ன ’ஜனநாயகன்’ அப்டேட்! | Jana Nayagan | Vijay | H Vinoth,விஜய் குறித்து ஹெச் வினோத் சொன்ன ’ஜனநாயகன்’ அப்டேட்,விஜய் குறித்து ஹெச் வினோத் சொன்ன ’ஜனநாயகன்’ அப்டேட்,விஜய் குறித்து ஹெச் வினோத் சொன்ன ’ஜனநாயகன்’ அப்டேட்,கோலிவுட் செய்திகள்,Neutral,https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/director-h-vinoth-says-on-jana-nayagan-movie-update
"தமிழ்நாட்டில் 3 ஆண்டுகளாக காலியாக உள்ள 2,299 கிராம உதவியாளர் பணியிடங்கள்! முழுவிபரம்",தமிழ்நாட்டில் ஆண்டுகளாக காலியாக உள்ள கிராம உதவியாளர் பணியிடங்கள் முழுவிபரம்,தமிழ்நாட்டில் ஆண்டுகளாக காலியாக உள்ள கிராம உதவியாளர் பணியிடங்கள் முழுவிபரம்,தமிழ்நாட்டில் ஆண்டுகளாக காலியாக கிராம உதவியாளர் பணியிடங் முழுவிபரம்,வேலை வாய்ப்பு,Neutral,https://www.puthiyathalaimurai.com/lifestyle/career/tn-village-assistant-recruitment-2025-2299-vacancies
Racer AK கடந்து வந்த பாதை - 3 நொடிகளில் 100 kmph வேகத்தில் சீறிப்பாயும் கார்!,கடந்து வந்த பாதை நொடிகளில் வேகத்தில் சீறிப்பாயும் கார்,கடந்து வந்த பாதை நொடிகளில் வேகத்தில் சீறிப்பாயும் கார்,கடந்து பாதை நொடி வேகத்தில் சீறிப்பாயும் கார்,சினிமா,Positive,https://www.puthiyathalaimurai.com/cinema/life-story-of-racer-ajithkumar
காசா | வெளியேறச் சொல்லும் இஸ்ரேல்.. தவிக்கும் காசா மக்கள்.. தொடர் அழுகுரலில் மேற்கு கரை..,காசா வெளியேறச் சொல்லும் இஸ்ரேல் தவிக்கும் காசா மக்கள் தொடர் அழுகுரலில் மேற்கு கரை,காசா வெளியேறச் சொல்லும் இஸ்ரேல் தவிக்கும் காசா மக்கள் தொடர் அழுகுரலில் மேற்கு கரை,காசா வெளியேறச் சொல்லும் இஸ்ரேல் தவிக்கும் காசா மக் தொடர் அழுகுரலில் மேற் கரை,உலகம்,Negative,https://www.puthiyathalaimurai.com/world/gaza-hunger-cries-ruins-a-catastrophe-unseen-in-a-century
"5,000 ஊழியர்கள் பணிநீக்கம்..  மைக்ரோசாஃப்ட்டைத் தொடர்ந்து இன்டெல் நிறுவனம் முடிவு!",ஊழியர்கள் பணிநீக்கம் மைக்ரோசாஃப்ட்டைத் தொடர்ந்து இன்டெல் நிறுவனம் முடிவு,ஊழியர்கள் பணிநீக்கம் மைக்ரோசாஃப்ட்டைத் தொடர்ந்து இன்டெல் நிறுவனம் முடிவு,ஊழியர் பணிநீக்கம் மைக்ரோசாஃப்ட்டைத் தொடர்ந்து இன்டெல் நிறுவனம் முடிவு,உலகம்,Negative,https://www.puthiyathalaimurai.com/world/intel-layoffs-announced-in-5000-numbers
பாகிஸ்தான் | கை கால்களை கட்டி.. சாக்கலெட் திருடி சாப்பிட்டதாக வேலை செய்த சிறுமிக்கு நேர்ந்த கொடூரம்!,பாகிஸ்தான் கை கால்களை கட்டி சாக்கலெட் திருடி சாப்பிட்டதாக வேலை செய்த சிறுமிக்கு நேர்ந்த கொடூரம்,பாகிஸ்தான் கை கால்களை கட்டி சாக்கலெட் திருடி சாப்பிட்டதாக வேலை செய்த சிறுமிக்கு நேர்ந்த கொடூரம்,பாகிஸ்தான் கை கால் கட்டி சாக்கலெட் திருடி சாப்பிட்டதாக வேலை சிறுமி நேர் கொடூரம்,உலகம்,Negative,https://www.puthiyathalaimurai.com/world/pakistan-girl-killed-over-stealing-chocolates
”சிங்கிள்தான் வேணும்.. 18-25 வயசுக்குள்ள” - ரூம்மேட் விளம்பரத்தால் கடுப்பான நெட்டிசன்ஸ்!,”சிங்கிள்தான் வேணும் வயசுக்குள்ள” ரூம்மேட் விளம்பரத்தால் கடுப்பான நெட்டிசன்ஸ்,”சிங்கிள்தான் வேணும் வயசுக்குள்ள” ரூம்மேட் விளம்பரத்தால் கடுப்பான நெட்டிசன்ஸ்,”சிங்கிள்தான் வேணும் வயசுக்குள்ள” ரூம்மேட் விளம்பரத்தால் கடுப்பான நெட்டிசன்ஸ்,டிரெண்டிங்,Negative,https://www.puthiyathalaimurai.com/trending/us-man-seeks-single-female-roommate-with-no-closed-doors-policy
மாறிப்போன கொரோனா நோயாளியின் உடல்; அடக்கத்திற்கு பின் அதிர்ச்சியான உறவினர்கள்,மாறிப்போன கொரோனா நோயாளியின் உடல் அடக்கத்திற்கு பின் அதிர்ச்சியான உறவினர்கள்,மாறிப்போன கொரோனா நோயாளியின் உடல் அடக்கத்திற்கு பின் அதிர்ச்சியான உறவினர்கள்,மாறிப்போன கொரோனா நோயாளியின் உடல் அடக்கத்திற் அதிர்ச்சியான உறவினர்,இந்தியா,Negative,https://www.puthiyathalaimurai.com/india/covid19-victim-body-wrongly--handed-to-family-in-kerala
"தடுமாற்றம்.. தடுமாற்றம்.. தடுமாற்றம்.. ரிப்பேர் ஆனதா ரன் மெஷின்? - கோலியும், 2022 சீசனும்!",தடுமாற்றம் தடுமாற்றம் தடுமாற்றம் ரிப்பேர் ஆனதா ரன் மெஷின் கோலியும் சீசனும்,தடுமாற்றம் தடுமாற்றம் தடுமாற்றம் ரிப்பேர் ஆனதா ரன் மெஷின் கோலியும் சீசனும்,தடுமாற்றம் தடுமாற்றம் தடுமாற்றம் ரிப்பேர் ஆனதா ரன் மெஷின் கோலியும் சீசனும்,விளையாட்டு,Negative,https://www.puthiyathalaimurai.com/sports/how-did-virat-kohli-perform-in-ipl-2022-as-compared-to-other-seasons
சுந்தரமூர்த்தி நாயன்மாரின் வாழ்க்கை வரலாறு - ஈசனின் சாபமும் சுந்தரரின் அவதார நோக்கமும்!,சுந்தரமூர்த்தி நாயன்மாரின் வாழ்க்கை வரலாறு ஈசனின் சாபமும் சுந்தரரின் அவதார நோக்கமும்,சுந்தரமூர்த்தி நாயன்மாரின் வாழ்க்கை வரலாறு ஈசனின் சாபமும் சுந்தரரின் அவதார நோக்கமும்,சுந்தரமூர்த்தி நாயன்மாரின் வாழ்க்கை வரலாறு ஈசனின் சாபமும் சுந்தரரின் அவதார நோக்கமும்,கோயில்கள்,Neutral,https://www.puthiyathalaimurai.com/spiritual/temples/sundara-moorthy-nayamaar-life-story
மீனாட்சி சுந்தரேஸ்வரர் தங்கப்பல்லக்கின் திரைச்சீலை விலக்கப்படுவதன் பின்னுள்ள ஐதீகம் இதுதானா?,மீனாட்சி சுந்தரேஸ்வரர் தங்கப்பல்லக்கின் திரைச்சீலை விலக்கப்படுவதன் பின்னுள்ள ஐதீகம் இதுதானா,மீனாட்சி சுந்தரேஸ்வரர் தங்கப்பல்லக்கின் திரைச்சீலை விலக்கப்படுவதன் பின்னுள்ள ஐதீகம் இதுதானா,மீனாட்சி சுந்தரேஸ்வரர் தங்கப்பல்லக்கின் திரைச்சீலை விலக்கப்படுவதன் பின்னுள்ள ஐதீகம் இதுதானா,ஆன்மீகம்,Neutral,https://www.puthiyathalaimurai.com/spiritual/madurai-chitirai-thiruvizha-4-th-day-special
"புதிய தலைமுறை Live Updates - January 24, 2024",புதிய தலைமுறை,புதிய தலைமுறை,புதிய தலைமுறை,live updates,Neutral,https://www.puthiyathalaimurai.com/trending/live-updates/puthiya-thalaimurai-live-updates-january-24-2024
"டொனால்டு ட்ரம்பின் பரஸ்பர வரிவிதிப்பு: WTO, IMF எச்சரிக்கை!",டொனால்டு ட்ரம்பின் பரஸ்பர வரிவிதிப்பு எச்சரிக்கை,டொனால்டு ட்ரம்பின் பரஸ்பர வரிவிதிப்பு எச்சரிக்கை,டொனால்டு ட்ரம் பரஸ்பர வரிவிதிப்பு எச்சரிக்கை,உலகம்,Negative,https://www.puthiyathalaimurai.com/world/wto-and-imf-warn-on-donald-trumps-reciprocal-tariffs
”இந்திதான் பேசுவேன்” “கன்னடத்தில் பேசுங்க” - வெடித்த சர்ச்சை.. இடமாற்றம் செய்யப்பட்ட SBI மேனேஜர்!,”இந்திதான் பேசுவேன்” “கன்னடத்தில் பேசுங்க” வெடித்த சர்ச்சை இடமாற்றம் செய்யப்பட்ட மேனேஜர்,”இந்திதான் பேசுவேன்” “கன்னடத்தில் பேசுங்க” வெடித்த சர்ச்சை இடமாற்றம் செய்யப்பட்ட மேனேஜர்,”இந்திதான் பேசுவேன்” “கன்னடத்தில் பேசுங்க” வெடி சர்ச்சை இடமாற்றம் செய்யப்ப மேனேஜர்,இந்தியா,Neutral,https://www.puthiyathalaimurai.com/india/karnataka-cm-siddaramaiah-condemns-sbi-manager-for-speaking-in-hindi
புதுப்புது உச்சத்தை எட்டும் தங்கம்.. விலை குறைவதற்கு சாத்தியமா? வாய்ப்புகள் என்ன? ஓர் அலசல்,புதுப்புது உச்சத்தை எட்டும் தங்கம் விலை குறைவதற்கு சாத்தியமா வாய்ப்புகள் என்ன ஓர் அலசல்,புதுப்புது உச்சத்தை எட்டும் தங்கம் விலை குறைவதற்கு சாத்தியமா வாய்ப்புகள் என்ன ஓர் அலசல்,புதுப்புது உச்சத்தை எட்டும் தங்கம் விலை குறைவதற் சாத்தியமா வாய்ப்பு அலசல்,தங்கம்,Neutral,https://www.puthiyathalaimurai.com/business/gold/why-gold-prices-are-surging-in-2025-key-drivers-behind-the-rise
பங்காரு அடிகளாரின் தரமான 5 சாதனைகள்!,பங்காரு அடிகளாரின் தரமான சாதனைகள்,பங்காரு அடிகளாரின் தரமான சாதனைகள்,பங்காரு அடிகளாரின் தரமான சாதனை,ஆன்மீகம்,Positive,https://www.puthiyathalaimurai.com/spiritual/bangaru-adigalars-major-achievements
ஆண்ட்ராய்டு கோ எடிஷனில் வெளியாகிறது 'ஜியோபோன் நெக்ஸ்ட்',ஆண்ட்ராய்டு கோ எடிஷனில் வெளியாகிறது ஜியோபோன் நெக்ஸ்ட்,ஆண்ட்ராய்டு கோ எடிஷனில் வெளியாகிறது ஜியோபோன் நெக்ஸ்ட்,ஆண்ட்ராய்டு கோ எடிஷனில் வெளியா ஜியோபோன் நெக்ஸ்ட்,டெக்,Neutral,https://www.puthiyathalaimurai.com/technology/jio-phone-next-is-expected-to-launch-with-android-go-edition
நீங்கள் Car பிரியரா? SUV ரக மின்சார வாகனங்களை அறிமுகம் செய்யும் லோட்டஸ்,நீங்கள் பிரியரா ரக மின்சார வாகனங்களை அறிமுகம் செய்யும் லோட்டஸ்,நீங்கள் பிரியரா ரக மின்சார வாகனங்களை அறிமுகம் செய்யும் லோட்டஸ்,நீங் பிரியரா ரக மின்சார வாகனங் அறிமுகம் லோட்டஸ்,கார்,Positive,https://www.puthiyathalaimurai.com/motor/car/are-you-a-car-lover-lotus-to-introduce-suv-type-electric-vehicles
தெலங்கானா|’கராச்சி’ பேக்கரியின் பெயரை மாற்று.. அடித்து நொறுக்கிய கும்பல் !,தெலங்கானா ’கராச்சி’ பேக்கரியின் பெயரை மாற்று அடித்து நொறுக்கிய கும்பல்,தெலங்கானா ’கராச்சி’ பேக்கரியின் பெயரை மாற்று அடித்து நொறுக்கிய கும்பல்,தெலங்கானா ’கராச்சி’ பேக்கரியின் பெயரை மாற்று அடித்து நொறுக்கிய கும்பல்,இந்தியா,Positive,https://www.puthiyathalaimurai.com/india/arachi-bakery-vandalised-in-shamshabad-anti-pak-slogans-raised
”உங்கள் தலை வேண்டும்” - பிரம்ம சூத்திர பாஷ்யத்தை பரப்புவதற்காக சங்கரர் சந்தித்த துன்பங்கள்!!,”உங்கள் தலை வேண்டும்” பிரம்ம சூத்திர பாஷ்யத்தை பரப்புவதற்காக சங்கரர் சந்தித்த துன்பங்கள்,”உங்கள் தலை வேண்டும்” பிரம்ம சூத்திர பாஷ்யத்தை பரப்புவதற்காக சங்கரர் சந்தித்த துன்பங்கள்,”உங் தலை வேண்டும்” பிரம்ம சூத்திர பாஷ்யத்தை பரப்புவதற்காக சங்கரர் சந்தி துன்பங்,கதைகள்,Neutral,https://www.puthiyathalaimurai.com/spiritual/story/adi-shankara-life-story
தவறான Diet-ஆல் பறிபோன உயிர்? மாணவனுக்கு நேர்ந்த விபரீதம்.. எச்சரிக்கும் மருத்துவர்..!,தவறான ஆல் பறிபோன உயிர் மாணவனுக்கு நேர்ந்த விபரீதம் எச்சரிக்கும் மருத்துவர்,தவறான ஆல் பறிபோன உயிர் மாணவனுக்கு நேர்ந்த விபரீதம் எச்சரிக்கும் மருத்துவர்,தவறான பறிபோன உயிர் மாணவனு நேர் விபரீதம் எச்சரிக்கும் மருத்துவர்,ஹெல்த்,Negative,https://www.puthiyathalaimurai.com/health/kanyakumari-student-lost-his-life-due-to-a-wrong-diet-doctor-warned
’இனி இதெல்லாம் கட்’ - சிக்கலில் இன்னொரு ஸ்டார்ட்அப்.. அன்அகாடமிக்கு என்ன பிரச்னை?,’இனி இதெல்லாம் கட்’ சிக்கலில் இன்னொரு ஸ்டார்ட்அப் அன்அகாடமிக்கு என்ன பிரச்னை,’இனி இதெல்லாம் கட்’ சிக்கலில் இன்னொரு ஸ்டார்ட்அப் அன்அகாடமிக்கு என்ன பிரச்னை,’இனி இதெல்லாம் கட்’ சிக்கலில் இன்னொரு ஸ்டார்ட்அப் அன்அகாடமி பிரச்னை,வணிகம்,Negative,https://www.puthiyathalaimurai.com/business/another-startup-in-trouble---what-s-wrong-with-unacademy-
HEART BREAKING| ’சோகத்தில் முடிந்த ஜடேஜா போராட்டம்..’ சொதப்பிய டாப் ஆர்டர் வீரர்கள்.. ENG வெற்றி!,’சோகத்தில் முடிந்த ஜடேஜா போராட்டம் ’ சொதப்பிய டாப் ஆர்டர் வீரர்கள் வெற்றி,’சோகத்தில் முடிந்த ஜடேஜா போராட்டம் ’ சொதப்பிய டாப் ஆர்டர் வீரர்கள் வெற்றி,’சோகத்தில் முடி ஜடேஜா போராட்டம் ’ சொதப்பிய டாப் ஆர்டர் வீரர் வெற்றி,கிரிக்கெட்,Negative,https://www.puthiyathalaimurai.com/sports/cricket/jadeja-struggle-was-in-vain-england-defeated-india-in-the-lords-test
ஏர் இந்தியா விமான விபத்து... வெளியான முக்கிய தகவல்...,ஏர் இந்தியா விமான விபத்து வெளியான முக்கிய தகவல்,ஏர் இந்தியா விமான விபத்து வெளியான முக்கிய தகவல்,ஏர் இந்தியா விமான விபத்து வெளியான முக்கிய தகவல்,தமிழ்நாடு,Neutral,https://www.puthiyathalaimurai.com/tamilnadu/air-india-flight-crash-important-information-released
அதிகளவு புரோட்டீன் ஷேக் எடுத்துக்கறீங்களா? ஜிம் செல்வோருக்கு நிபுணர்கள் கடும் எச்சரிக்கை,அதிகளவு புரோட்டீன் ஷேக் எடுத்துக்கறீங்களா ஜிம் செல்வோருக்கு நிபுணர்கள் கடும் எச்சரிக்கை,அதிகளவு புரோட்டீன் ஷேக் எடுத்துக்கறீங்களா ஜிம் செல்வோருக்கு நிபுணர்கள் கடும் எச்சரிக்கை,அதிகளவு புரோட்டீன் ஷேக் எடுத்துக்கறீங்களா ஜிம் செல்வோரு நிபுணர் கடும் எச்சரிக்கை,ஹெல்த்,Neutral,https://www.puthiyathalaimurai.com/health/overuse-of-protein-supplements-can-damage-the-heart-and-cause-an-attack
பாசுபத அஸ்திரத்தை அர்ஜூனன் பெற்ற கேதாரீஸ்வரர் தலத்தின் பெருமைகள்!,பாசுபத அஸ்திரத்தை அர்ஜூனன் பெற்ற கேதாரீஸ்வரர் தலத்தின் பெருமைகள்,பாசுபத அஸ்திரத்தை அர்ஜூனன் பெற்ற கேதாரீஸ்வரர் தலத்தின் பெருமைகள்,பாசுபத அஸ்திரத்தை அர்ஜூனன் கேதாரீஸ்வரர் தலத்தின் பெருமை,கதைகள்,Positive,https://www.puthiyathalaimurai.com/spiritual/story/history-of-kedarnath-temple-which-is-one-among-the-12-jyotirlingas
தீப்பிடிக்கும் மின்சார வாகனங்கள் - மத்திய அரசு எடுத்த புதிய முடிவு,தீப்பிடிக்கும் மின்சார வாகனங்கள் மத்திய அரசு எடுத்த புதிய முடிவு,தீப்பிடிக்கும் மின்சார வாகனங்கள் மத்திய அரசு எடுத்த புதிய முடிவு,தீப்பிடிக்கும் மின்சார வாகனங் மத்திய அரசு எடு புதிய முடிவு,டெக்,Neutral,https://www.puthiyathalaimurai.com/technology/flame-in-electric-vehicles--new-decision-made-by-the-federal-government
“இந்திய வரலாற்றில் மிகப்பெரிய தீவிரவாதம் பாபர் மசூதி இடிப்பு”- தோழர் தியாகு பகிர்ந்த ரணத்தின் வரலாறு,“இந்திய வரலாற்றில் மிகப்பெரிய தீவிரவாதம் பாபர் மசூதி இடிப்பு” தோழர் தியாகு பகிர்ந்த ரணத்தின் வரலாறு,“இந்திய வரலாற்றில் மிகப்பெரிய தீவிரவாதம் பாபர் மசூதி இடிப்பு” தோழர் தியாகு பகிர்ந்த ரணத்தின் வரலாறு,“இந்திய வரலாற்றில் மிகப்பெரிய தீவிரவாதம் பாபர் மசூதி இடிப்பு” தோழர் தியா பகிர் ரணத்தின் வரலாறு,சிறப்புக் களம்,Negative,https://www.puthiyathalaimurai.com/features/interview-with-comrade-thyagu-regarding-the-demolition-of-babri-masjid
அபார கேட்ச் பிடித்து நிசாங்காவை வெளியேற்றிய பசில்! ஆனால் இறுதியில் வில்லனாக வந்த சமீரா!,அபார கேட்ச் பிடித்து நிசாங்காவை வெளியேற்றிய பசில் ஆனால் இறுதியில் வில்லனாக வந்த சமீரா,அபார கேட்ச் பிடித்து நிசாங்காவை வெளியேற்றிய பசில் ஆனால் இறுதியில் வில்லனாக வந்த சமீரா,அபார கேட்ச் பிடித்து நிசாங்காவை வெளியேற்றிய பசில் இறுதியில் வில்லனாக சமீரா,விளையாட்டு,Neutral,https://www.puthiyathalaimurai.com/sports/basil-took-a-great-catch-and-dismissed-nissanka-but-in-the-end-chameera-came-as-a-villain-to-uae
முதல் போட்டியில் தோல்வி.. பின்னர் வீறுநடை.. அர்ஜென்டினா அணிக்கு 1990 வரலாறு திரும்புமா?,முதல் போட்டியில் தோல்வி பின்னர் வீறுநடை அர்ஜென்டினா அணிக்கு வரலாறு திரும்புமா,முதல் போட்டியில் தோல்வி பின்னர் வீறுநடை அர்ஜென்டினா அணிக்கு வரலாறு திரும்புமா,போட்டியில் தோல்வி வீறுநடை அர்ஜென்டினா அணி வரலாறு திரும்புமா,விளையாட்டு,Neutral,https://www.puthiyathalaimurai.com/sports/qatar-football-series-how-argentinas-success-will-history-repeat-itself
ஆம்ஸ்ட்ராங் கொலைக்கான அந்த நான்கு காரணங்கள்.. குற்றப்பத்திரிகையில் வெளியான அதிர்ச்சித் தகவல்!,ஆம்ஸ்ட்ராங் கொலைக்கான அந்த நான்கு காரணங்கள் குற்றப்பத்திரிகையில் வெளியான அதிர்ச்சித் தகவல்,ஆம்ஸ்ட்ராங் கொலைக்கான அந்த நான்கு காரணங்கள் குற்றப்பத்திரிகையில் வெளியான அதிர்ச்சித் தகவல்,ஆம்ஸ்ட்ராங் கொலைக்கான நான் காரணங் குற்றப்பத்திரிகையில் வெளியான அதிர்ச்சித் தகவல்,குற்றம்,Negative,https://www.puthiyathalaimurai.com/crime/reasons-behind-armstrong-murder
HEADLINES|கூலி பட விழாவில் கவனத்தை ஈர்த்த ரஜினி பேச்சு முதல் ட்ரம்புக்கு பதிலடி கொடுத்த மோடி வரை!,கூலி பட விழாவில் கவனத்தை ஈர்த்த ரஜினி பேச்சு முதல் ட்ரம்புக்கு பதிலடி கொடுத்த மோடி வரை,கூலி பட விழாவில் கவனத்தை ஈர்த்த ரஜினி பேச்சு முதல் ட்ரம்புக்கு பதிலடி கொடுத்த மோடி வரை,கூலி பட விழாவில் கவனத்தை ஈர் ரஜினி பேச்சு ட்ரம்பு பதிலடி கொடு மோடி,இந்தியா,Neutral,https://www.puthiyathalaimurai.com/india/aug-03-2025-morning-headlines-news
"ஜூலை 23, 2025 | இந்த ராசிக்கு எதையும் சமாளிக்கும் பக்குவம் பிறக்குமாம்.. இன்றைய ராசிபலன்கள்..!",ஜூலை இந்த ராசிக்கு எதையும் சமாளிக்கும் பக்குவம் பிறக்குமாம் இன்றைய ராசிபலன்கள்,ஜூலை இந்த ராசிக்கு எதையும் சமாளிக்கும் பக்குவம் பிறக்குமாம் இன்றைய ராசிபலன்கள்,ஜூலை ராசி எதையும் சமாளிக்கும் பக்குவம் பிறக்குமாம் இன்றைய ராசிபலன்,ஆன்மீகம்,Positive,https://www.puthiyathalaimurai.com/spiritual/today-rasi-palan-23-july-2025
வருமான வரியைத் தவிர்க்க வேண்டுமா... வரிச் சலுகைகளை அள்ளிக் கொடுக்கும் முதலீடுகள் இதோ!,வருமான வரியைத் தவிர்க்க வேண்டுமா வரிச் சலுகைகளை அள்ளிக் கொடுக்கும் முதலீடுகள் இதோ,வருமான வரியைத் தவிர்க்க வேண்டுமா வரிச் சலுகைகளை அள்ளிக் கொடுக்கும் முதலீடுகள் இதோ,வருமான வரியைத் தவிர்க்க வேண்டுமா வரிச் சலுகை அள்ளிக் கொடுக்கும் முதலீடு இதோ,வணிகம்,Positive,https://www.puthiyathalaimurai.com/business/easy-ways-to-save-income-tax
"என் மகளை டேட் செய்யனும்னா... 5 ரூல்ஸ்களை முன்வைத்த ஆஸி., அம்மா - வைரல் வீடியோ!",என் மகளை டேட் செய்யனும்னா ரூல்ஸ்களை முன்வைத்த ஆஸி அம்மா வைரல் வீடியோ,என் மகளை டேட் செய்யனும்னா ரூல்ஸ்களை முன்வைத்த ஆஸி அம்மா வைரல் வீடியோ,மகளை டேட் செய்யனும்னா ரூல்ஸ் முன்வை ஆஸி அம்மா வைரல் வீடியோ,டிரெண்டிங்,Neutral,https://www.puthiyathalaimurai.com/trending/australian-mom-sets-5-rules-to-date-her-daughther
யானைகளைக் கொல்வது எளிதல்ல ~ ஜிம்பாப்வே எழுத்தார் பீட்டர் காட்வின்,யானைகளைக் கொல்வது எளிதல்ல ஜிம்பாப்வே எழுத்தார் பீட்டர் காட்வின்,யானைகளைக் கொல்வது எளிதல்ல ஜிம்பாப்வே எழுத்தார் பீட்டர் காட்வின்,யானைகளைக் கொல்வது எளிதல்ல ஜிம்பாப்வே எழு பீட்டர் காட்வின்,இலக்கியம்,Negative,https://www.puthiyathalaimurai.com/lifestyle/literature/interview-with-peter-godwin
கரூர்: ரவுடிகளுக்கிடையே கோஷ்டி மோதல் - கொலை முயற்சியை முறியடித்த போலீசார்... 9 பேர் கைது!,கரூர் ரவுடிகளுக்கிடையே கோஷ்டி மோதல் கொலை முயற்சியை முறியடித்த போலீசார் பேர் கைது,கரூர் ரவுடிகளுக்கிடையே கோஷ்டி மோதல் கொலை முயற்சியை முறியடித்த போலீசார் பேர் கைது,கரூர் ரவுடிகளுக்கிடையே கோஷ்டி மோதல் கொலை முயற்சியை முறியடி போலீசார் கைது,குற்றம்,Negative,https://www.puthiyathalaimurai.com/crime/9-arrested-by-karur-police-after-stopped-a-murder-attempt
